Pelvis,SpineNavel,SpineChest,Neck,ClavicleLeft,ShoulderLeft,ElbowLeft,WristLeft,HandLeft,HandTipLeft,ThumbLeft,ClavicleRight,ShoulderRight,ElbowRight,WristRight,HandRight,HandTipRight,ThumbRight,HipLeft,KneeLeft,AnkleLeft,FootLeft,HipRight,KneeRight,AnkleRight,FootRight,Head,Nose,EyeLeft,EarLeft,EyeRight,EarRight
0.0028146177 -0.17062627 1.756461,0.0045663863 -0.3304367 1.7040064,0.0055631935 -0.4582737 1.6622932,-0.011268701 -0.65631676 1.6133453,-0.0025520278 -0.63183504 1.6515595,0.060181152 -0.6401302 1.7705625,0.2510709 -0.4913948 1.8671203,0.44043928 -0.41515058 1.788718,0.5122138 -0.3760064 1.749237,0.5934676 -0.3296186 1.7089243,0.47253183 -0.304627 1.7245077,-0.01632534 -0.61532825 1.5918627,-0.018605862 -0.5450536 1.4897323,0.22023119 -0.43173003 1.4654012,0.4361626 -0.38647607 1.4844942,0.52367544 -0.4213819 1.510551,0.5993375 -0.47621623 1.5465554,0.52349746 -0.42771104 1.4654185,0.04598825 -0.19338325 1.8272352,0.07155317 0.18214199 1.7990018,-0.012154638 0.53092724 1.8372921,0.13278629 0.6105106 1.8993974,-0.036116946 -0.1501053 1.6926408,-0.020078188 0.22420594 1.7350351,-0.09445445 0.5742837 1.8042463,0.006693758 0.6865513 1.8640326,-0.005221055 -0.73014265 1.5922527,0.13166234 -0.7875063 1.5618253,0.10084322 -0.8149539 1.5947156,0.012245387 -0.78811413 1.6703227,0.093779474 -0.8138147 1.5459425,-0.025037177 -0.79405653 1.5185138
0.0018045928 -0.1702018 1.7568108,0.0044328063 -0.32987338 1.7049147,0.005423555 -0.45772636 1.664015,-0.013967013 -0.6552949 1.615594,-0.0055920556 -0.63085455 1.6538135,0.050299976 -0.64055485 1.7758156,0.24536261 -0.4956708 1.8685875,0.4377147 -0.42746723 1.791112,0.50557375 -0.3801694 1.7540729,0.58704174 -0.33274913 1.7159001,0.46931702 -0.31026196 1.7258315,-0.017843066 -0.6143854 1.5938926,-0.018370206 -0.54477894 1.4915435,0.22267115 -0.43609738 1.4736929,0.4371161 -0.38492626 1.4898943,0.5280577 -0.41823518 1.5018374,0.61984897 -0.45670477 1.5111814,0.52580756 -0.42672366 1.4681454,0.043783087 -0.19271281 1.8281976,0.0669394 0.18236986 1.8008263,-0.012744926 0.53155327 1.8381265,0.13280478 0.6106251 1.898562,-0.03604926 -0.14990261 1.6924381,-0.020296937 0.2238631 1.7338877,-0.09615497 0.57273424 1.804222,0.008819729 0.68472254 1.8567204,-0.008842217 -0.72917736 1.5949512,0.12803768 -0.788539 1.5701839,0.09535634 -0.815701 1.6013191,0.0040623243 -0.788069 1.6730014,0.09053349 -0.813986 1.552377,-0.026362479 -0.7919334 1.5198833
0.001396904 -0.1705441 1.7565875,0.0040531238 -0.33019143 1.7044405,0.005067955 -0.45802495 1.6633366,-0.014030383 -0.6558843 1.6157101,-0.0058178045 -0.63126004 1.6538651,0.048210554 -0.6390836 1.7768861,0.24400038 -0.49611452 1.8713217,0.43828717 -0.42980734 1.7968853,0.5049436 -0.38260543 1.7575392,0.58475125 -0.33428672 1.7169718,0.46798286 -0.31433234 1.7277125,-0.017843327 -0.61506134 1.593803,-0.01782764 -0.545382 1.491453,0.22329205 -0.43659648 1.4740062,0.4377659 -0.38565078 1.4914762,0.5285562 -0.41898474 1.5046943,0.6113975 -0.47013974 1.5274956,0.52579045 -0.42748868 1.4689319,0.043258775 -0.1931853 1.8280355,0.066396415 0.18193197 1.799447,-0.010353409 0.5323659 1.8320143,0.13849013 0.603855 1.894021,-0.03635178 -0.15012753 1.6921597,-0.02000277 0.22358035 1.7349983,-0.09500425 0.57265043 1.8058801,0.0072782487 0.6848487 1.8631885,-0.008782262 -0.7298801 1.5954129,0.12734962 -0.788427 1.5649378,0.09642108 -0.81544924 1.5979574,0.008352667 -0.787614 1.6735549,0.08926434 -0.8144395 1.5492656,-0.029276691 -0.7938169 1.522071
0.00064987043 -0.17076492 1.7543235,0.0020936925 -0.3303483 1.7022991,0.0019182613 -0.45815766 1.6614051,-0.015211913 -0.65596557 1.6134112,-0.007851796 -0.631328 1.6516936,0.04273445 -0.63825625 1.7761241,0.23457956 -0.49394387 1.8759724,0.43040633 -0.4278033 1.8059896,0.49969375 -0.38733613 1.7639211,0.5779986 -0.33871213 1.7210292,0.4663356 -0.31907916 1.7300967,-0.018830992 -0.61518335 1.5914619,-0.01642703 -0.5448572 1.4896855,0.22502975 -0.437151 1.4729434,0.43985277 -0.38944972 1.4931719,0.52937263 -0.42675376 1.5036824,0.6267607 -0.44186905 1.4871606,0.52618986 -0.43576935 1.4707923,0.04210733 -0.193705 1.8258421,0.06725535 0.18098263 1.7966844,-0.012280479 0.52897394 1.8431128,0.13658395 0.6104844 1.8906866,-0.036734145 -0.15007885 1.689832,-0.02076029 0.22318895 1.7343767,-0.09548769 0.57232267 1.8039584,0.008148566 0.6842904 1.8589271,-0.009191992 -0.7298748 1.5932102,0.1267604 -0.7920002 1.5705216,0.093686394 -0.81763124 1.6024977,0.00282006 -0.7863291 1.6731379,0.0889045 -0.8174574 1.553539,-0.027605198 -0.7947809 1.52026
0.0002064963 -0.1701991 1.756269,0.00209538 -0.3295843 1.7040265,0.002701338 -0.45716542 1.6627305,-0.0125656985 -0.6550618 1.6150751,-0.00551238 -0.6303117 1.6533042,0.04805622 -0.6375607 1.7763602,0.23964795 -0.4937434 1.8769382,0.43432525 -0.42442828 1.8072921,0.50287485 -0.3847222 1.7634615,0.5806446 -0.33733287 1.7184339,0.467079 -0.31707186 1.728734,-0.016493766 -0.614379 1.5930626,-0.014355936 -0.54509664 1.4906703,0.2266149 -0.4368931 1.473056,0.44119692 -0.3890091 1.4937359,0.53070086 -0.42680174 1.5017023,0.62731236 -0.44349903 1.4827422,0.5259949 -0.4360472 1.4682137,0.0414345 -0.1931695 1.8278394,0.06926708 0.18119368 1.8003671,-0.009970501 0.5293778 1.8438356,0.1351216 0.61093974 1.9014618,-0.036970608 -0.14948568 1.6917309,-0.021123504 0.22352925 1.7362409,-0.0948254 0.57270956 1.8053653,0.008198753 0.6850344 1.860425,-0.0058537615 -0.7288983 1.5950291,0.12910666 -0.792632 1.5715884,0.09604484 -0.8176826 1.6039745,0.0061987117 -0.784967 1.6751378,0.090852946 -0.81774724 1.5550915,-0.025594711 -0.79398304 1.5226814
-0.015021438 -0.16010216 1.766201,-0.0067698406 -0.31891653 1.7105105,0.0021788087 -0.44529423 1.6647474,-0.0015272372 -0.6431035 1.6108724,0.007685996 -0.6188984 1.6492424,0.07243329 -0.6292293 1.7672665,0.25815183 -0.4990992 1.8964695,0.42439103 -0.44355094 1.7650756,0.49620208 -0.38844132 1.7562933,0.5792646 -0.339921 1.7222152,0.46539578 -0.3217439 1.7310473,-0.011375524 -0.60209 1.5909851,-0.037443474 -0.5359442 1.4891392,0.12832418 -0.36189443 1.3753489,0.34675342 -0.37877405 1.4101589,0.42681453 -0.4308149 1.4318566,0.52355176 -0.44615638 1.453513,0.45988292 -0.40505084 1.4468272,0.028108573 -0.18276241 1.8372126,0.08786962 0.18719706 1.787014,-0.014451324 0.5316106 1.8255223,0.13298166 0.6079954 1.8866366,-0.053913668 -0.1396684 1.7021668,-0.01611517 0.23529947 1.7271501,-0.10376866 0.581409 1.8036999,0.010679536 0.69231737 1.8368874,0.0091755185 -0.71573263 1.5871524,0.14416474 -0.7847525 1.5803101,0.1080875 -0.8055492 1.6128755,0.014100075 -0.76326376 1.6738176,0.10626678 -0.81081444 1.5638106,-0.007458791 -0.7881572 1.5206146
-0.02398655 -0.15108775 1.7872136,-0.010615234 -0.31252968 1.7319343,0.003326457 -0.44080132 1.6863593,0.0044908924 -0.64057124 1.6273855,0.010000728 -0.61682296 1.667599,0.06981505 -0.6309413 1.7902106,0.2739464 -0.4866023 1.8784738,0.46042317 -0.44306612 1.7651218,0.51943094 -0.3731364 1.7523527,0.594618 -0.31114507 1.7169769,0.46585393 -0.31035584 1.7258508,-0.003352452 -0.5984606 1.6071565,-0.01410632 -0.5279733 1.503061,0.22537744 -0.4060928 1.475289,0.44789946 -0.37401077 1.490584,0.5375407 -0.4147942 1.5045902,0.6380953 -0.43021715 1.5104773,0.5465273 -0.45210466 1.4857872,0.013693886 -0.17385243 1.8628117,0.10118301 0.19672199 1.8123496,-0.018892579 0.5435163 1.8199689,0.120345645 0.61645955 1.9071337,-0.057964653 -0.13055983 1.7190434,-0.0022579618 0.24903741 1.7224355,-0.107636526 0.5945317 1.8068231,0.016435169 0.7014012 1.8298833,0.017509457 -0.7138956 1.6029663,0.15504399 -0.7832219 1.5961679,0.11668086 -0.8076848 1.6246922,0.017763384 -0.77138054 1.6854436,0.11762705 -0.80763745 1.574539,0.004646376 -0.7797265 1.5270201
-0.03186972 -0.14367601 1.7951542,-0.014352536 -0.30396014 1.7362071,0.0037226286 -0.43095666 1.6874036,0.011235117 -0.63130903 1.6286818,0.015671488 -0.60726964 1.6690185,0.073483676 -0.623457 1.7927864,0.26961955 -0.47522643 1.8941319,0.45813984 -0.4177818 1.7893806,0.52528685 -0.37168247 1.7451978,0.60009533 -0.30590126 1.715398,0.4626483 -0.29783848 1.7161808,0.0023621158 -0.5893526 1.6082283,-0.008159047 -0.5232129 1.5008521,0.23578088 -0.4083482 1.4741544,0.4569311 -0.36636704 1.4944491,0.54672974 -0.40792015 1.5072359,0.6475189 -0.42343205 1.5140588,0.55791324 -0.43926615 1.4835976,0.0059246346 -0.16733678 1.8707219,0.1113654 0.19490717 1.7928337,-0.02306991 0.537614 1.7977661,0.116031855 0.6170546 1.8804585,-0.06595056 -0.12234006 1.7270116,0.008149333 0.25512785 1.7163826,-0.10650716 0.5968462 1.8085475,0.019700602 0.70422053 1.8157521,0.02664312 -0.70448923 1.6044725,0.16279303 -0.7774425 1.597351,0.124203295 -0.8003267 1.6271526,0.026840053 -0.76003844 1.6886243,0.12436521 -0.8015655 1.5768566,0.0110042095 -0.7720819 1.5302109
-0.03772215 -0.1332534 1.799044,-0.019239891 -0.29150742 1.7374877,0.0015640091 -0.416141 1.6857176,0.012499491 -0.61553764 1.6280411,0.01604047 -0.59144175 1.6681538,0.06449241 -0.6031208 1.7956204,0.27020633 -0.46381453 1.8865832,0.46532094 -0.40269732 1.799953,0.5325044 -0.37360716 1.7439221,0.60029566 -0.30232948 1.7118877,0.46187866 -0.29325497 1.7123106,0.0033972235 -0.57397705 1.607438,-0.007545445 -0.5107588 1.499101,0.23987742 -0.40629047 1.4758507,0.45919597 -0.35985917 1.4934456,0.54898155 -0.3990788 1.5093783,0.6492848 -0.41572043 1.5109574,0.56001484 -0.42190704 1.4802971,0.0013554245 -0.15754646 1.8732316,0.1148142 0.19072616 1.7603588,-0.030998357 0.5263336 1.7771899,0.111934274 0.60179096 1.8549495,-0.07296012 -0.11134727 1.7321458,0.011345051 0.26121396 1.7060357,-0.10629478 0.5979789 1.8048538,0.016952202 0.70750433 1.7980553,0.029129243 -0.6882086 1.6044011,0.16580257 -0.7543444 1.5796059,0.13212153 -0.7795616 1.6127931,0.04141488 -0.7454512 1.685869,0.12650904 -0.77955544 1.5630519,0.0079436 -0.75426275 1.5308354
-0.038801186 -0.10455506 1.7974252,-0.019657092 -0.26227623 1.7371905,0.004128607 -0.38502237 1.6840912,0.021203352 -0.58327234 1.6278794,0.025046572 -0.5588277 1.6674633,0.074672714 -0.574117 1.7933195,0.28859735 -0.44664 1.8784907,0.48015743 -0.38115576 1.7901062,0.5483564 -0.38103586 1.7287912,0.6033668 -0.2961633 1.7097865,0.45633718 -0.28265548 1.704873,0.009807071 -0.5425125 1.607384,-0.00033945774 -0.48308918 1.4975948,0.25036868 -0.38902467 1.4830582,0.466793 -0.33485872 1.4993382,0.5566518 -0.36921307 1.5216057,0.6560564 -0.3879455 1.5219142,0.5649784 -0.4004015 1.5002873,0.009593584 -0.12507991 1.8665494,0.13824019 0.19625513 1.7066498,-0.029379874 0.5147449 1.7636118,0.11989035 0.5940088 1.8207961,-0.082440875 -0.086046904 1.7350928,0.028413534 0.2758832 1.6929119,-0.09740682 0.6030453 1.8056915,0.01640831 0.71935904 1.7841296,0.039902225 -0.65503913 1.6043736,0.17954959 -0.7162138 1.5910451,0.14463866 -0.7418768 1.6220996,0.048195682 -0.7099046 1.6873232,0.14268295 -0.7430392 1.5723565,0.02657006 -0.7228933 1.5313305
-0.044127572 -0.08614888 1.798627,-0.023444371 -0.24210632 1.739495,0.00022515468 -0.36412674 1.6884644,0.025199704 -0.5598526 1.6346262,0.025721537 -0.5355681 1.6738961,0.06335521 -0.5511208 1.8022617,0.27226794 -0.43179062 1.9016998,0.46328145 -0.37556294 1.8117352,0.53181815 -0.3761539 1.7523102,0.5941787 -0.30562255 1.7136005,0.45757085 -0.28699166 1.7091987,0.014511084 -0.5198039 1.6135218,0.013293866 -0.4614634 1.5042341,0.25873715 -0.362059 1.4888366,0.47152644 -0.30449566 1.5079379,0.55717355 -0.34670204 1.5285108,0.65355915 -0.37354526 1.5277843,0.56360567 -0.37139872 1.5023681,0.0006373003 -0.10687488 1.8689487,0.15523645 0.19810927 1.7098328,-0.017492726 0.5115398 1.7526684,0.12477996 0.59179014 1.8194904,-0.084494025 -0.06745933 1.735215,0.038762607 0.2855801 1.6893992,-0.09198467 0.60431683 1.8075877,0.014450178 0.72489786 1.7852836,0.04680814 -0.63043964 1.6128902,0.18393072 -0.694338 1.6074245,0.14680517 -0.7194365 1.6352115,0.048173077 -0.68664783 1.6940275,0.14810976 -0.71948403 1.5859745,0.036744274 -0.6956224 1.5384012
-0.04949025 -0.07309046 1.8042046,-0.024147242 -0.22787017 1.7444049,0.0036880802 -0.34839183 1.692376,0.032085888 -0.5433349 1.638386,0.032238822 -0.51910955 1.6776263,0.067978576 -0.54080045 1.8054614,0.27960113 -0.42436084 1.9016743,0.46792573 -0.36200657 1.8107605,0.53835005 -0.38134655 1.7571477,0.58112955 -0.3021081 1.7099599,0.4438784 -0.2793186 1.7198085,0.020644682 -0.5035203 1.617364,0.017481854 -0.44999117 1.5058546,0.26355326 -0.3527609 1.4925767,0.47576433 -0.29382524 1.5106267,0.558866 -0.3377218 1.5367594,0.65416926 -0.36742994 1.5412809,0.5665483 -0.36343995 1.5202669,-0.002723172 -0.09221901 1.8735349,0.16729231 0.19173373 1.6937109,-0.015018806 0.49782026 1.7452002,0.123362936 0.5879313 1.8068268,-0.09166218 -0.055841394 1.7416863,0.047015756 0.28920832 1.6844581,-0.08819568 0.6044922 1.8054206,0.017099686 0.72570884 1.7826662,0.054906353 -0.61340845 1.6165749,0.19562861 -0.6675308 1.6053932,0.16041307 -0.6972889 1.6308408,0.060385823 -0.67627835 1.6923177,0.1614024 -0.6929083 1.5818548,0.04857818 -0.6721941 1.536715
-0.046223745 -0.032115016 1.8138249,-0.0263672 -0.18442844 1.7589426,0.009398678 -0.29642385 1.702532,0.04480254 -0.47962275 1.6348197,0.042810615 -0.45955974 1.6748416,0.10106984 -0.47503552 1.7908092,0.31937265 -0.34990317 1.8136096,0.40874445 -0.29199493 1.6302341,0.49593315 -0.30419406 1.6305689,0.59471655 -0.30548295 1.6304246,0.4599095 -0.25062105 1.5195941,0.03324494 -0.43959832 1.6174332,0.051484793 -0.36847013 1.5222224,0.2841186 -0.26121354 1.4967315,0.49454543 -0.23193064 1.5279715,0.5819547 -0.2664376 1.5404053,0.6743477 -0.29312715 1.526961,0.5809778 -0.300185 1.5182692,0.003101304 -0.049113944 1.8788475,0.18271644 0.19800733 1.6772571,-0.005677402 0.48892504 1.7245321,0.14663851 0.56587124 1.7392331,-0.09070231 -0.016786335 1.7551914,0.056482345 0.3081527 1.6749892,-0.07524207 0.6106489 1.8018472,0.01999174 0.7336926 1.7768596,0.069856964 -0.54492694 1.6086388,0.20717135 -0.59656644 1.6007608,0.17459244 -0.6214924 1.6313568,0.0794186 -0.59290355 1.6910106,0.173572 -0.6251633 1.583707,0.061870836 -0.614199 1.5418471
-0.049692094 -0.0032811249 1.8211805,-0.027826102 -0.15418914 1.762503,0.003483547 -0.26846024 1.707523,0.046502158 -0.45061105 1.6404263,0.042916607 -0.43064705 1.6804701,0.06773806 -0.47221458 1.802105,0.29154214 -0.35622197 1.7796502,0.3414479 -0.28993008 1.5841205,0.41002607 -0.24347733 1.5538584,0.5007268 -0.21032943 1.5322496,0.37645754 -0.20426059 1.4853274,0.034029018 -0.41089547 1.622771,0.05224137 -0.34385833 1.5243865,0.29255533 -0.2532313 1.5013866,0.5038712 -0.2178913 1.5204446,0.5915337 -0.24554604 1.5442384,0.68699414 -0.26417777 1.5431763,0.59675044 -0.27873465 1.5226203,-0.002379883 -0.022154283 1.8873496,0.17023122 0.18000032 1.634853,0.0040156096 0.47970605 1.7077696,0.14962973 0.5670149 1.7324358,-0.092355594 0.013737631 1.7615126,0.07676493 0.32118118 1.6566168,-0.06786685 0.61309546 1.795297,0.010297507 0.7479349 1.7702966,0.07432935 -0.5151316 1.6147527,0.21165043 -0.56376594 1.5939327,0.18123873 -0.59186316 1.624152,0.089496024 -0.5701455 1.691904,0.1773019 -0.5913163 1.5764357,0.0629254 -0.5784421 1.5425289
-0.049297053 0.054831326 1.8378727,-0.03220675 -0.09999831 1.7865546,0.0073584802 -0.20959723 1.7264407,0.05430662 -0.389365 1.6535558,0.05168555 -0.37025154 1.6942754,0.09971145 -0.3988533 1.8132085,0.3224728 -0.27711642 1.8035944,0.3615293 -0.23036942 1.5992656,0.4363814 -0.23031828 1.5520103,0.52983034 -0.22716063 1.5184793,0.37173325 -0.20000556 1.4833102,0.039594423 -0.3496613 1.6372044,0.060897913 -0.28057772 1.5403056,0.2987007 -0.18187222 1.5137174,0.5109142 -0.14842293 1.5352981,0.59861034 -0.18101054 1.5535134,0.6896552 -0.2149947 1.5440803,0.59538704 -0.22074294 1.5448366,0.0047253817 0.04011862 1.9002527,0.20040789 0.18469566 1.624126,0.03371027 0.48938903 1.6796018,0.12815787 0.62332386 1.626685,-0.09801146 0.068098426 1.7816219,0.10029561 0.3435279 1.6403362,-0.056486838 0.62608254 1.7883301,0.018722486 0.7632477 1.7631203,0.08347249 -0.45253134 1.6252997,0.2241653 -0.4959819 1.6135317,0.19329178 -0.5242954 1.6434102,0.09689158 -0.5039372 1.7056515,0.19186144 -0.5258063 1.5953916,0.07856982 -0.5193295 1.5550158
-0.058633868 0.09593141 1.8521882,-0.037344716 -0.057357565 1.7927132,0.0030767806 -0.16764966 1.7313131,0.057384595 -0.348729 1.6608312,0.053425916 -0.3289839 1.701688,0.09948431 -0.35805646 1.8228574,0.33516958 -0.25606444 1.8238497,0.4163377 -0.18876997 1.635856,0.45949095 -0.2136817 1.5615255,0.52662855 -0.24988797 1.4962175,0.38051304 -0.20322877 1.5058547,0.0415726 -0.30928308 1.643528,0.05882109 -0.24435246 1.5414354,0.30935186 -0.17038593 1.5261643,0.5222726 -0.12425134 1.5395219,0.60858184 -0.16125362 1.5610912,0.7043413 -0.18514006 1.5597484,0.61407214 -0.19435425 1.5428045,-0.009448305 0.07701622 1.9185456,0.21229741 0.1941438 1.6437333,0.046400458 0.5071567 1.6740488,0.14673072 0.6407204 1.6250138,-0.10298665 0.11298808 1.7923509,0.121007964 0.362014 1.6313335,-0.0504546 0.6329427 1.793475,0.019820344 0.77288604 1.7597942,0.089313224 -0.41199258 1.6336089,0.22971575 -0.45898008 1.6141413,0.1993218 -0.48737738 1.6453735,0.10552991 -0.46561262 1.7132617,0.19550492 -0.48805714 1.5969404,0.07933396 -0.47818685 1.5618358
-0.06464219 0.113791235 1.8546449,-0.04506958 -0.036868684 1.7922795,-0.0011027046 -0.14340377 1.7293912,0.058044344 -0.31887323 1.6542038,0.053157985 -0.30081612 1.6952631,0.09533064 -0.32421562 1.8176988,0.32881021 -0.22843531 1.8496948,0.476077 -0.16099277 1.710596,0.48978734 -0.21566749 1.6421862,0.5097846 -0.22658016 1.5453625,0.42370698 -0.18152063 1.5863863,0.041592125 -0.27964056 1.6382064,0.065564185 -0.20873314 1.5430595,0.31483126 -0.13812195 1.5351877,0.5258409 -0.091954574 1.5446421,0.6095155 -0.12802622 1.5730402,0.7031718 -0.15580136 1.5770425,0.6127522 -0.16102299 1.5504059,-0.021898683 0.09097267 1.9231836,0.26111272 0.26157296 1.760063,0.14180799 0.5747938 1.8682247,0.24474172 0.70741093 1.8287657,-0.10318589 0.13436773 1.7928406,0.12266128 0.37598467 1.6311917,-0.04271631 0.64398146 1.7969967,0.006426029 0.7874498 1.7503453,0.091566026 -0.37976745 1.6255234,0.22143632 -0.44955754 1.613554,0.18637839 -0.47040984 1.645032,0.09677854 -0.42981339 1.7078186,0.18365707 -0.4734197 1.5970746,0.07262889 -0.44710082 1.5580025
-0.09189901 0.16467597 1.8745942,-0.064581454 0.016321123 1.8119364,-0.010446303 -0.08712092 1.75344,0.06125258 -0.2582808 1.6821951,0.05333747 -0.24062446 1.7226864,0.108634606 -0.25333428 1.8406328,0.34090936 -0.15533337 1.862078,0.48586756 -0.09083136 1.7209336,0.5078016 -0.08264329 1.6359353,0.5389772 -0.09939677 1.5435503,0.48466784 -0.054892376 1.5947231,0.043720815 -0.22016034 1.6653699,0.068027295 -0.1540211 1.5677332,0.31419778 -0.07897232 1.5526167,0.52409345 -0.033493094 1.5635477,0.6111567 -0.06668882 1.581694,0.7044464 -0.09298761 1.5738347,0.6117165 -0.106987305 1.5688056,-0.060961753 0.13941064 1.9479029,0.25562784 0.31524062 2.0045173,0.12388846 0.6245705 2.1028435,0.24065836 0.7499174 2.1114073,-0.119796485 0.18745881 1.8084886,0.12444115 0.3943448 1.6307038,-0.044424444 0.65771216 1.7963107,0.0057224445 0.80101943 1.7532693,0.09915908 -0.31700096 1.6555735,0.23798105 -0.36554384 1.6514052,0.20541507 -0.3905048 1.6821079,0.10839399 -0.36269185 1.7394273,0.20533776 -0.39541358 1.6344904,0.094018504 -0.3882189 1.5903692
-0.10469336 0.19045156 1.879276,-0.07318025 0.043205425 1.8152863,-0.013540088 -0.057835728 1.7574717,0.060784295 -0.22636616 1.68187,0.053601906 -0.20938016 1.7228633,0.11619195 -0.22294973 1.8372546,0.35019714 -0.13259652 1.8733667,0.51010615 -0.064014085 1.7510188,0.5352159 -0.05218421 1.6671858,0.5811003 -0.058177836 1.5795587,0.49753433 -0.049882293 1.6198428,0.04167614 -0.18849573 1.6660254,0.06248056 -0.12306618 1.566869,0.31313482 -0.06120885 1.5618217,0.5237367 -0.016374882 1.5675576,0.61147994 -0.046550866 1.588329,0.7066453 -0.066943124 1.5844333,0.6162128 -0.08617899 1.5784585,-0.077453986 0.1639164 1.9537505,0.25639606 0.30593866 2.010019,0.111933224 0.60638785 2.119439,0.23186651 0.72643924 2.1462874,-0.1292563 0.21437949 1.8121191,0.13000265 0.39911574 1.6300213,-0.044403687 0.6581702 1.7979171,0.026822299 0.7929333 1.756061,0.09953622 -0.28378665 1.6533525,0.24008015 -0.32804272 1.651045,0.21076693 -0.34521797 1.6895239,0.11646084 -0.3062513 1.7452413,0.20773134 -0.36218333 1.6447799,0.09331491 -0.36957937 1.6088365
-0.12152679 0.23461026 1.8886368,-0.09437957 0.086823165 1.8245153,-0.027440123 -0.011377767 1.7703526,0.049676485 -0.1802583 1.699242,0.040704954 -0.16304725 1.7397125,0.104418695 -0.16981867 1.8538642,0.33706963 -0.07276109 1.8759668,0.4876626 -0.013059266 1.738612,0.52112055 -0.0042012297 1.6575115,0.5797216 -0.00663988 1.5778211,0.4776261 0.0047743097 1.6067618,0.03142948 -0.14249095 1.6823626,0.063359946 -0.07059546 1.5911812,0.30822077 0.007113308 1.569146,0.5209184 0.0328607 1.5879855,0.6060274 -0.0052574053 1.6058035,0.7000417 -0.029770054 1.6013659,0.6114958 -0.03537167 1.5881542,-0.1035773 0.20495035 1.9645963,0.24457662 0.31042778 2.0099254,0.086055174 0.6053334 2.1131117,0.21481174 0.712925 2.148821,-0.13771264 0.2613559 1.8201408,0.13757701 0.40847582 1.6286377,-0.045865893 0.65722966 1.8012993,0.032775782 0.78646 1.7562788,0.08947058 -0.23784502 1.6728683,0.23336735 -0.2626682 1.6547176,0.20903157 -0.29093552 1.6898713,0.11528951 -0.2765069 1.756808,0.20475072 -0.29849225 1.6427884,0.08979798 -0.31252712 1.6114244
-0.12879728 0.25009727 1.8927284,-0.09850904 0.10074569 1.8318794,-0.027811855 0.0026993454 1.7809112,0.05031602 -0.1711977 1.721496,0.04148722 -0.15103449 1.7608393,0.10733664 -0.15209773 1.8746389,0.34262204 -0.056019038 1.8780806,0.500324 0.0012908615 1.7463461,0.51568675 0.027562689 1.6631725,0.5587779 0.051090475 1.5767614,0.48095348 0.016715085 1.6157051,0.03159118 -0.13473085 1.7019539,0.061693914 -0.0693526 1.6047403,0.30499735 0.014587544 1.5759791,0.51749015 0.04950097 1.5931728,0.6054997 0.019320227 1.614084,0.7020867 0.004694947 1.6138381,0.61283475 -0.02076196 1.6003218,-0.11204459 0.22202827 1.9699615,0.24133338 0.31549105 2.0143466,0.07800071 0.61259407 2.108606,0.20701914 0.71979135 2.1480136,-0.14390391 0.27540833 1.823084,0.13780564 0.4081869 1.6273823,-0.048478846 0.65685457 1.8003392,0.033104222 0.78558946 1.7567049,0.09049781 -0.23056255 1.6989981,0.2350847 -0.22050995 1.6700631,0.21890016 -0.26293042 1.69433,0.12971044 -0.28915855 1.7647066,0.21194567 -0.25534385 1.6473554,0.09829323 -0.27985686 1.6156615
-0.14275792 0.27361837 1.8909184,-0.10991156 0.12440956 1.8304051,-0.03443312 0.028134331 1.7825203,0.046512075 -0.14627771 1.727581,0.036186036 -0.12573999 1.7664381,0.092604965 -0.12424229 1.8854022,0.32893825 -0.030420981 1.8969687,0.5022062 0.019574583 1.7824304,0.5458041 0.029497383 1.7058302,0.55518836 0.044293277 1.6078559,0.5667592 0.019419892 1.675776,0.028349001 -0.11002146 1.7069919,0.05835034 -0.046238817 1.6084774,0.30514205 0.030727789 1.5876378,0.51774764 0.068018675 1.6021777,0.60460603 0.033328496 1.6214759,0.70009196 0.012287345 1.6182504,0.60815537 -0.010439441 1.6158848,-0.1300776 0.24482763 1.9687912,0.21962425 0.34974533 2.0205176,0.045526788 0.64255136 2.1107762,0.16886054 0.7559287 2.1521342,-0.15419233 0.29958028 1.8206971,0.14057472 0.4155895 1.6327174,-0.052377507 0.66042405 1.8048918,0.006777417 0.79654646 1.7485296,0.08774626 -0.20578751 1.7070963,0.23058784 -0.19054228 1.6714466,0.21705091 -0.23359054 1.6963785,0.13209873 -0.26307058 1.7708708,0.20763975 -0.22621724 1.6497277,0.09341604 -0.25479168 1.6232542
