Pelvis,SpineNavel,SpineChest,Neck,ClavicleLeft,ShoulderLeft,ElbowLeft,WristLeft,HandLeft,HandTipLeft,ThumbLeft,ClavicleRight,ShoulderRight,ElbowRight,WristRight,HandRight,HandTipRight,ThumbRight,HipLeft,KneeLeft,AnkleLeft,FootLeft,HipRight,KneeRight,AnkleRight,FootRight,Head,Nose,EyeLeft,EarLeft,EyeRight,EarRight
0.0904691 0.22428583 1.386572,0.08957873 0.05840096 1.352391,0.089520305 -0.07378864 1.323059,0.07980075 -0.27847478 1.3008928,0.10225926 -0.24852635 1.328534,0.19927233 -0.21487233 1.4172705,0.17638476 0.02281709 1.525932,0.26300877 0.20660985 1.441072,0.2507202 0.2935127 1.4666449,0.20850399 0.34153882 1.3864291,0.198289 0.2741046 1.3634882,0.059157543 -0.24086975 1.2819997,-0.0118703395 -0.18228328 1.1976756,0.072850175 0.07097474 1.1858821,0.2004708 -0.101458475 1.1250566,0.2190255 -0.15020692 1.0415826,0.26562315 -0.19432695 0.9638058,0.19790907 -0.15296571 1.0150603,0.17294945 0.21855886 1.4122173,0.110441506 0.59265304 1.4366115,0.032099687 0.9300476 1.5459696,0.05742164 1.0394309 1.4080353,0.016092941 0.22945009 1.3634465,-0.009709036 0.60276735 1.4275291,-0.04515472 0.9003818 1.6394048,-0.051004466 1.0445305 1.5621837,0.08556556 -0.35395804 1.2840654,0.16688997 -0.41480303 1.1702387,0.16604874 -0.44132143 1.2162791,0.1511915 -0.41141087 1.3319054,0.12779602 -0.4408119 1.1846526,0.020684242 -0.41908318 1.2440411
0.09005942 0.22393128 1.3884908,0.08871769 0.058014542 1.3542544,0.08838472 -0.0741397 1.3245991,0.07720964 -0.2787094 1.301548,0.09992193 -0.24903065 1.3292934,0.19826743 -0.21551669 1.4166613,0.17672648 0.023830622 1.5220801,0.2608975 0.2090283 1.4376541,0.24904549 0.29583377 1.4638441,0.2084861 0.3465019 1.384367,0.19596913 0.28602242 1.3668623,0.0567948 -0.24086967 1.2828451,-0.014802054 -0.18188363 1.1992342,0.061030127 0.07432744 1.189238,0.2050376 -0.08461018 1.1280228,0.22078727 -0.13613911 1.0456183,0.25680894 -0.18451259 0.96477866,0.20669559 -0.13503873 1.0193838,0.17260821 0.21801041 1.4139494,0.1103811 0.5924702 1.4347788,0.03269671 0.9315537 1.539612,0.058724817 1.0391382 1.4003395,0.01562155 0.22927038 1.3655337,-0.009881068 0.6026586 1.4299241,-0.04558503 0.8997535 1.6426541,-0.05156002 1.0436009 1.5647904,0.0824273 -0.35417664 1.2843779,0.1637747 -0.41798234 1.1721451,0.16291924 -0.44330814 1.2188681,0.14804834 -0.41040558 1.3337108,0.1246612 -0.44360656 1.1872244,0.01751745 -0.4203156 1.2460301
0.08987449 0.22108683 1.3902051,0.0862683 0.05581203 1.3569068,0.0847201 -0.07525724 1.3253866,0.07247753 -0.27853292 1.3000484,0.09632443 -0.24938658 1.3270357,0.19717984 -0.22002402 1.412031,0.18005992 0.02961038 1.4869885,0.25361574 0.21770735 1.4017109,0.24362753 0.28734833 1.4594587,0.21789849 0.35496482 1.3873627,0.19074364 0.30758137 1.3618425,0.05135284 -0.24060863 1.2829129,-0.026609886 -0.18127519 1.206403,0.04097757 0.075677216 1.1908314,0.21531758 -0.048126675 1.1311162,0.23929675 -0.082058236 1.0423579,0.2626562 -0.12227847 0.95338917,0.22945012 -0.094554305 1.0285969,0.17314854 0.21496609 1.4115665,0.11455235 0.5879551 1.4368391,0.0493244 0.929046 1.5377704,0.0670194 1.0385418 1.3997328,0.014782615 0.22660615 1.3709426,-0.009704158 0.5998286 1.4256271,-0.034653995 0.8911496 1.6448541,-0.045828022 1.0378761 1.5749267,0.07685846 -0.3533971 1.2816638,0.16047579 -0.42636916 1.1779661,0.15801957 -0.44769642 1.2263212,0.1401732 -0.4056339 1.3370963,0.12087968 -0.45029283 1.1938215,0.0127801895 -0.4216678 1.2470444
0.08969603 0.22080864 1.3901768,0.08582864 0.05568154 1.357032,0.0840442 -0.07529716 1.3257267,0.071579695 -0.27839544 1.3007437,0.095448576 -0.24926144 1.3276451,0.1965617 -0.21979648 1.4120815,0.17993692 0.029860556 1.4861568,0.2531428 0.21755819 1.4002657,0.24585581 0.28622913 1.4594182,0.22049776 0.35377705 1.3872716,0.1908277 0.30978435 1.3652164,0.050508365 -0.24051356 1.2835763,-0.027684823 -0.18189493 1.2069534,0.028585121 0.07775909 1.1966355,0.21527688 -0.025134392 1.1354147,0.24930403 -0.040185433 1.0448569,0.29043278 -0.057832904 0.95510423,0.24935316 -0.069746345 1.0507133,0.17289174 0.21458703 1.4114653,0.11614875 0.5875138 1.436196,0.052455224 0.9290695 1.5352175,0.07121181 1.0381076 1.3971857,0.014674798 0.22641893 1.3709799,-0.0073445197 0.5995781 1.4245125,-0.032338522 0.88877326 1.645927,-0.042193267 1.0360508 1.5773532,0.07586518 -0.35321838 1.2824943,0.15825161 -0.42773676 1.1791348,0.15597403 -0.44852144 1.2276766,0.13913625 -0.40523434 1.338007,0.1186454 -0.45121133 1.1954774,0.01118885 -0.4213582 1.2490374
0.08926835 0.2208323 1.3886868,0.08570603 0.05522208 1.3560144,0.08390404 -0.07635048 1.325934,0.070577316 -0.28033125 1.3052,0.09480105 -0.2506619 1.3313664,0.1938205 -0.21830787 1.4176861,0.18076609 0.03524892 1.4804081,0.25029734 0.22924592 1.4048367,0.24318764 0.29656115 1.4658511,0.22130862 0.35689795 1.3862393,0.18796931 0.31549802 1.3645695,0.049444444 -0.2426584 1.2873785,-0.027344383 -0.18434791 1.2086802,0.019647386 0.07754095 1.194055,0.23225878 0.045297116 1.1377988,0.25950572 0.036783636 1.0439216,0.31563956 0.046567008 0.96111685,0.26427928 -0.0012814476 1.0553269,0.17280081 0.21492597 1.4095172,0.115709424 0.58830637 1.4390134,0.054943956 0.93246526 1.5337031,0.07163936 1.040905 1.3944356,0.013943449 0.2261583 1.3699031,-0.007371133 0.6002929 1.4228427,-0.026250148 0.891482 1.6435896,-0.039051317 1.038537 1.5741699,0.07449367 -0.35569555 1.288429,0.15665872 -0.4291642 1.1836553,0.15288566 -0.45161104 1.2314866,0.13532153 -0.41164413 1.3432366,0.11599612 -0.4520385 1.1985126,0.008288734 -0.42077374 1.2513956
0.088086255 0.21261586 1.3837378,0.08698812 0.049322218 1.3462839,0.08548787 -0.0817211 1.3186287,0.07164366 -0.28440928 1.30152,0.09564524 -0.25460422 1.3270984,0.18555218 -0.22437301 1.4220945,0.16806147 0.028837591 1.4761577,0.24356772 0.2231255 1.4129831,0.25663406 0.2907426 1.4715853,0.22484525 0.34460023 1.3916768,0.19971839 0.32627288 1.3735708,0.05090581 -0.24726829 1.2830707,-0.027251126 -0.19188896 1.2051178,-0.007513238 0.07178649 1.2035948,0.21051805 0.08417991 1.1726521,0.28359252 0.072384216 1.1094,0.28707814 0.069135986 1.0097739,0.2784029 0.054575615 1.0986694,0.17083547 0.20716736 1.4050664,0.11500754 0.5783124 1.426768,0.056906246 0.91881275 1.525625,0.0685021 1.0313487 1.3908978,0.013467662 0.21752901 1.3645049,-0.0070254914 0.58895123 1.4160595,-0.02425832 0.8755293 1.6383098,-0.041329496 1.0222039 1.57202,0.075349644 -0.35948497 1.2862086,0.16133904 -0.4370801 1.1894839,0.15704745 -0.45608813 1.2383008,0.13585293 -0.40931147 1.345704,0.121274956 -0.45984787 1.2048811,0.012348883 -0.42833307 1.2526369
0.0891539 0.21161826 1.3881307,0.08673992 0.046966955 1.359697,0.0889609 -0.08093278 1.3211768,0.07280418 -0.28259885 1.3006175,0.09727132 -0.25359365 1.3264596,0.18647012 -0.22517052 1.4221905,0.17422393 0.026659906 1.4807503,0.24756524 0.22401994 1.427216,0.25689408 0.29384023 1.4835458,0.22685026 0.32877293 1.3934313,0.2084502 0.32512358 1.3767835,0.05237988 -0.24500796 1.2830507,-0.02612989 -0.18962935 1.2059602,-0.0048926603 0.07324958 1.2066096,0.20169757 0.12170317 1.148549,0.28174937 0.07972936 1.113039,0.28068355 0.06503713 1.0146526,0.27064934 0.058738872 1.1073904,0.17189528 0.2068436 1.4087548,0.11181701 0.5766745 1.4237418,0.05332524 0.9160468 1.522887,0.061379563 1.0256759 1.3861115,0.014542356 0.21592379 1.369533,-0.009682735 0.58715045 1.4132409,-0.028600944 0.8727275 1.6351162,-0.048596814 1.0180683 1.5677322,0.0755584 -0.35723042 1.2839806,0.16465661 -0.43678397 1.1924033,0.15953383 -0.4540008 1.241657,0.13524584 -0.4037645 1.3464719,0.12469054 -0.45953053 1.2076918,0.014525272 -0.42805666 1.2516669
0.08916004 0.21161836 1.3881323,0.08674944 0.046967536 1.359698,0.088973805 -0.08093098 1.3211751,0.07282306 -0.2825961 1.3006067,0.097288854 -0.25359145 1.3264507,0.18649194 -0.22517213 1.4221783,0.17426607 0.026658773 1.4807373,0.24762888 0.22400503 1.4271839,0.25698066 0.29382858 1.4835055,0.22693884 0.32875976 1.3933899,0.20854226 0.32511434 1.3767391,0.052398097 -0.2450051 1.2830412,-0.026110996 -0.18962115 1.2059543,-0.0048904493 0.0732584 1.2066506,0.2016781 0.12181476 1.1486007,0.28174666 0.079884395 1.1130779,0.28068563 0.06521932 1.0146875,0.27065527 0.05889091 1.1074232,0.1719011 0.2068452 1.4087571,0.111820325 0.57667553 1.4237264,0.05331759 0.9160493 1.5228572,0.061386183 1.0256748 1.3860801,0.014548771 0.21592255 1.369534,-0.009685349 0.5871467 1.4132499,-0.02860368 0.8727187 1.6351302,-0.04860723 1.0180593 1.567749,0.075579636 -0.35722673 1.2839667,0.16469662 -0.43677562 1.1924042,0.15956768 -0.45399195 1.2416573,0.13526075 -0.40375564 1.3464674,0.12472991 -0.45952454 1.2076869,0.014556274 -0.42805743 1.2516448
0.089929186 0.20996879 1.3881052,0.09034386 0.04600084 1.3587949,0.095284864 -0.081113145 1.319426,0.080052696 -0.2817708 1.2951062,0.103715815 -0.25327238 1.3219783,0.18841176 -0.2318519 1.4228798,0.16975787 0.018328592 1.483118,0.25895098 0.20502314 1.419227,0.2938174 0.26621088 1.4751109,0.24232619 0.33192977 1.4184774,0.22338918 0.3168247 1.3859127,0.060093224 -0.24403298 1.2777123,-0.011232048 -0.18494587 1.1971062,-0.0023433538 0.07759802 1.2071619,0.166399 0.21498504 1.1799986,0.25876835 0.2394599 1.16453,0.28268296 0.2520599 1.0691227,0.26624745 0.2229271 1.1477225,0.1718764 0.206111 1.410846,0.1148913 0.5752834 1.4238473,0.05743793 0.91306216 1.5248585,0.07382896 1.0279636 1.3940079,0.016033776 0.21344754 1.3675988,-0.012495043 0.58279485 1.4142113,-0.03342833 0.86933625 1.6327361,-0.04853487 1.0134776 1.5627944,0.08335163 -0.35586518 1.2773372,0.1733129 -0.44028842 1.1919695,0.1665579 -0.4553023 1.2415665,0.14030553 -0.40053472 1.3431559,0.13269171 -0.46167797 1.2069938,0.022251502 -0.4267842 1.2463549
0.096800014 0.21197818 1.3936194,0.097687334 0.047529683 1.3618008,0.10333735 -0.079658836 1.3202952,0.08585209 -0.2811209 1.2946836,0.10966993 -0.25288373 1.3221265,0.19068775 -0.23543029 1.4276966,0.17089508 0.014042348 1.4961548,0.26026088 0.20586899 1.4448174,0.28809956 0.29105574 1.4567196,0.25526422 0.30994156 1.3626069,0.25786287 0.28415117 1.3428776,0.0664569 -0.24284679 1.2771374,-0.0041669533 -0.18056488 1.1972715,0.013560863 0.08304745 1.2062304,0.17767084 0.22719808 1.175967,0.26124424 0.27690127 1.1805238,0.27436447 0.30013126 1.0844407,0.25978297 0.30220848 1.1133379,0.17883748 0.20775762 1.4177202,0.11833149 0.57847303 1.4312694,0.057866666 0.9165058 1.5366749,0.079612955 1.0334733 1.407128,0.022823216 0.21578403 1.3718866,-0.0108772665 0.5870717 1.416387,-0.03671615 0.8750671 1.6358237,-0.050139725 1.0201901 1.5654896,0.08847377 -0.35558096 1.2764963,0.17960161 -0.4408161 1.1916932,0.17201719 -0.4560025 1.2414272,0.14453353 -0.40103292 1.3433559,0.13841212 -0.46210885 1.2061703,0.027030535 -0.42642868 1.2442904
0.09988822 0.21323578 1.3940625,0.100903146 0.049400732 1.3602455,0.105988294 -0.07866131 1.3220212,0.087791204 -0.27900034 1.2907455,0.11015713 -0.25173575 1.320222,0.18779431 -0.24238613 1.4290967,0.1602525 -0.009245887 1.5387967,0.26827016 0.1696287 1.4784887,0.25756058 0.25753516 1.4608586,0.23020376 0.28573543 1.3674632,0.23369586 0.27159187 1.4055649,0.06999776 -0.24013902 1.2729473,0.009592295 -0.16946387 1.1919317,0.028245647 0.09335676 1.208934,0.17611526 0.25526786 1.1883073,0.24686235 0.3218025 1.1927847,0.29479933 0.356972 1.1128842,0.2661086 0.3161859 1.1634762,0.18006495 0.20770872 1.423246,0.11794774 0.57790047 1.4279034,0.05377978 0.91092515 1.5448982,0.09175741 1.0341436 1.42559,0.027589336 0.21821977 1.3677465,-0.0069976 0.58852947 1.4156368,-0.03928988 0.8802672 1.6284257,-0.03454333 1.0243 1.5552514,0.09066219 -0.3529692 1.2710567,0.18286316 -0.44016945 1.1898211,0.17415558 -0.4543926 1.2395865,0.14495006 -0.39749837 1.3397925,0.14129443 -0.4609177 1.2037928,0.029517889 -0.42391688 1.2388823
0.10033591 0.21684134 1.3957325,0.10244513 0.052163944 1.3606914,0.108732186 -0.076346025 1.3211262,0.092238516 -0.27781838 1.2876364,0.114002064 -0.2504952 1.317964,0.19272208 -0.23781951 1.4267992,0.15507443 0.00037178397 1.5261416,0.2602718 0.1791759 1.4562882,0.24258588 0.2614034 1.4218634,0.21700966 0.29085627 1.3276379,0.22273284 0.2802018 1.3873589,0.07444958 -0.23866132 1.2696984,0.017567739 -0.16549335 1.1871378,0.03585302 0.09847276 1.2117751,0.17330676 0.2722391 1.2047431,0.23294593 0.33936244 1.2436373,0.24324559 0.3818524 1.1534342,0.245305 0.3674019 1.1750153,0.18062359 0.21138124 1.4262252,0.122440875 0.5843189 1.443239,0.060020994 0.91867566 1.5644661,0.101287454 1.0423211 1.4450078,0.027936995 0.22176495 1.368236,-0.009473931 0.59329295 1.4231669,-0.042711798 0.887787 1.636035,-0.037553918 1.0310305 1.5591111,0.0959586 -0.35208124 1.267268,0.18775576 -0.44106108 1.1856859,0.17977905 -0.45450845 1.236145,0.15174447 -0.39553857 1.3364036,0.14618722 -0.46179065 1.2007407,0.03412827 -0.42419654 1.2370775
0.0959496 0.2177128 1.3991119,0.10048383 0.05292751 1.3616318,0.1069106 -0.077236965 1.3258307,0.09445446 -0.2792451 1.288943,0.115150556 -0.25191307 1.3202773,0.1878783 -0.24477154 1.4343344,0.14785571 -0.0049280375 1.5315093,0.26445377 0.16725041 1.4603571,0.24878189 0.2558621 1.4452521,0.21135432 0.32399008 1.3786064,0.22175117 0.2702722 1.3882495,0.076364726 -0.23996358 1.2710899,0.022473004 -0.16584031 1.186645,0.046559244 0.098515436 1.2135634,0.15499055 0.29262257 1.2036202,0.20859091 0.3714048 1.227551,0.22774687 0.39004165 1.130521,0.22114497 0.3940296 1.1933769,0.17427692 0.21168643 1.4350833,0.11563043 0.5849074 1.4008116,0.04986261 0.88857925 1.5876155,0.0946899 1.0348692 1.497598,0.025318407 0.22314705 1.3666749,0.0014182852 0.59713197 1.4229099,-0.03336936 0.89384186 1.6349727,-0.01568985 1.0341717 1.5532972,0.09988212 -0.35342848 1.2675195,0.1917592 -0.44317362 1.1857296,0.18193801 -0.45779735 1.2357574,0.15264177 -0.40053123 1.3372111,0.14903787 -0.46316108 1.1991055,0.03665647 -0.42314944 1.2335094
0.098245695 0.21875788 1.4006716,0.103279375 0.053874522 1.3617991,0.10945581 -0.07658339 1.3257427,0.09383757 -0.27915302 1.2902864,0.11492229 -0.2518451 1.3215554,0.18548715 -0.24597648 1.4374328,0.15521398 -0.00324209 1.5327077,0.2665934 0.178491 1.4769111,0.24210027 0.2555753 1.4341831,0.20985107 0.34032783 1.3860843,0.22458524 0.2720921 1.3970214,0.07639416 -0.23962785 1.272025,0.025229095 -0.16566825 1.1853095,0.05060049 0.098724306 1.2169136,0.15081404 0.29806373 1.2150657,0.19837287 0.38176784 1.2358633,0.18999583 0.4240543 1.1446407,0.20513012 0.40134355 1.1990192,0.17812672 0.2134015 1.4337355,0.11322304 0.5874519 1.4112889,0.05512638 0.9054333 1.5774513,0.09915105 1.0434371 1.4740673,0.02621346 0.22358796 1.3708565,0.0015167836 0.59881234 1.4248536,-0.023075767 0.9002421 1.6332438,-0.01100016 1.0405773 1.5497575,0.098152936 -0.35376468 1.2694024,0.19298941 -0.44020146 1.186721,0.18324037 -0.4558084 1.2366066,0.15184197 -0.40059498 1.3389227,0.1506128 -0.46150985 1.1995959,0.036769174 -0.42476925 1.2339652
0.09347079 0.21961065 1.3961747,0.10354282 0.05499588 1.3563983,0.11227487 -0.07615571 1.3229618,0.09318711 -0.27927276 1.2913139,0.11524455 -0.25170243 1.3217411,0.18658286 -0.24477392 1.4372485,0.15758571 0.0008916706 1.5259174,0.25692374 0.1926801 1.4812642,0.23187445 0.26015818 1.424661,0.19867912 0.3491772 1.385524,0.22036365 0.28042865 1.3955054,0.07593877 -0.2397854 1.2726663,0.024058808 -0.16546941 1.1864982,0.06727985 0.097290635 1.2144496,0.14513494 0.30654436 1.2204146,0.17889762 0.3981061 1.2344544,0.17170072 0.43543428 1.1408834,0.19364835 0.4060087 1.2055966,0.17378539 0.21666111 1.4287183,0.09961863 0.5900209 1.4234834,0.028922737 0.914761 1.5715145,0.07788907 1.0462179 1.4617075,0.021047585 0.22227037 1.3668287,-0.0041364096 0.597142 1.4255737,-0.028718686 0.9074106 1.6212671,-0.017918322 1.0435787 1.530679,0.09608721 -0.3543635 1.271643,0.19152203 -0.43747237 1.1860029,0.18204947 -0.4547037 1.2354631,0.15044618 -0.4028777 1.3396164,0.1493285 -0.45956004 1.1983464,0.03515622 -0.4248581 1.234174
0.09142782 0.22076912 1.3964797,0.10242975 0.055498153 1.3588027,0.11208415 -0.0760902 1.3266586,0.09178798 -0.27930385 1.2946658,0.11386199 -0.25187597 1.3253002,0.18440828 -0.24538362 1.4415213,0.15498632 0.0017102361 1.5270189,0.25613445 0.19290663 1.4825001,0.23143893 0.26117104 1.4264984,0.1978345 0.35048878 1.3880529,0.21979429 0.28299078 1.3996947,0.07491145 -0.23963305 1.2759169,0.025422841 -0.16465124 1.1886938,0.066557765 0.09873155 1.2172,0.14186507 0.30921382 1.2233214,0.16772611 0.40278608 1.2412332,0.16248094 0.4446465 1.1493258,0.18013087 0.41579783 1.2051712,0.17153133 0.21848705 1.4298807,0.10328918 0.59348905 1.4333557,0.034604162 0.92173934 1.5756204,0.086538464 1.0503236 1.4634324,0.019194953 0.22282697 1.3663605,-0.0067829676 0.5975199 1.4289179,-0.03151913 0.9154081 1.6128935,-0.01952247 1.0481999 1.5172087,0.09430588 -0.35449195 1.2749227,0.18945116 -0.435264 1.1864244,0.18074633 -0.4535202 1.2357309,0.15000647 -0.4038593 1.3413651,0.14755243 -0.45797026 1.1988991,0.033415854 -0.4248871 1.2368612
0.090373695 0.22237176 1.3992211,0.10279101 0.05626528 1.3618144,0.11328904 -0.07616696 1.3305318,0.08983342 -0.2800727 1.2983979,0.11272025 -0.25283945 1.3289663,0.18498574 -0.2472921 1.44498,0.16052575 0.00234966 1.5286859,0.26062524 0.19605616 1.4872557,0.23180388 0.26129803 1.4289178,0.19566602 0.34879792 1.3873355,0.22110188 0.28518575 1.4040209,0.07319468 -0.23996024 1.2797848,0.021210812 -0.16348863 1.194424,0.06804399 0.10033837 1.2226874,0.14046516 0.3130138 1.228846,0.1635129 0.40948117 1.2313142,0.16563118 0.44366753 1.1356258,0.1731712 0.42090914 1.2026387,0.17109928 0.22095628 1.4323038,0.1081063 0.5983212 1.4518479,0.040833786 0.9300933 1.5912726,0.09742661 1.0568491 1.4778403,0.017579883 0.22364816 1.3693889,-0.008866638 0.5996883 1.4352152,-0.031972557 0.92526853 1.6093876,-0.021031938 1.0556529 1.5089695,0.091143206 -0.3556409 1.2784519,0.18563026 -0.43278682 1.1848332,0.178174 -0.45283863 1.2339356,0.14910725 -0.40677062 1.3423277,0.14405318 -0.45647833 1.1975267,0.02987057 -0.42579088 1.2392356
0.090350725 0.222386 1.3992796,0.10274143 0.056290075 1.3618815,0.11321845 -0.07613365 1.3306049,0.08971386 -0.2800141 1.298457,0.11260903 -0.2527913 1.3290226,0.18487051 -0.24729578 1.4450281,0.16051373 0.0022980717 1.5288379,0.26066065 0.19597724 1.4874926,0.23184097 0.26127917 1.4292331,0.1957264 0.34884298 1.3877867,0.22109675 0.28514817 1.4043366,0.07308324 -0.23989934 1.2798516,0.021101948 -0.16340375 1.194526,0.06796229 0.1003848 1.2228909,0.14036447 0.31304425 1.2291467,0.1633895 0.40950426 1.2317805,0.16556844 0.44415158 1.1362685,0.1729925 0.42101806 1.2030798,0.17107189 0.22096084 1.4323537,0.10816982 0.5983146 1.451787,0.040931284 0.93009603 1.5911264,0.097590774 1.0568175 1.4777124,0.0175609 0.22367114 1.3694552,-0.008851916 0.59968054 1.4352875,-0.031906188 0.925264 1.6093959,-0.020964416 1.0556253 1.5089705,0.091003604 -0.35557443 1.2785052,0.18532127 -0.43279663 1.1847994,0.17789291 -0.45284337 1.2339033,0.1489745 -0.40675965 1.3423172,0.14373712 -0.45644766 1.1975293,0.029632494 -0.4256575 1.2393448
0.09035004 0.22238618 1.399281,0.10273992 0.056290463 1.3618833,0.11321627 -0.07613312 1.330607,0.08971019 -0.2800129 1.2984589,0.11260559 -0.2527904 1.3290244,0.18486646 -0.24729641 1.4450301,0.1605125 0.0022960901 1.5288432,0.26066095 0.19597465 1.4875011,0.2318414 0.26127884 1.4292444,0.19572756 0.3488445 1.3878018,0.22109741 0.28515 1.4043508,0.07307986 -0.23989809 1.2798536,0.02109886 -0.1634019 1.1945287,0.06796016 0.100385696 1.222896,0.14036201 0.31304473 1.2291542,0.16338633 0.4095046 1.2317914,0.16556561 0.44416007 1.1362826,0.17298785 0.42102033 1.2030905,0.17107111 0.22096072 1.4323549,0.1081737 0.59831494 1.4517803,0.04093589 0.9300988 1.5911126,0.09760009 1.0568177 1.4776986,0.017560296 0.22367159 1.3694569,-0.008851275 0.5996804 1.4352881,-0.031903684 0.92526424 1.6093943,-0.020962093 1.0556247 1.5089684,0.09099936 -0.3555731 1.2785071,0.18531296 -0.43279785 1.1847999,0.1778851 -0.45284417 1.233904,0.14897013 -0.4067595 1.3423183,0.14372854 -0.4564477 1.1975306,0.029625766 -0.42565456 1.2393482
0.090349704 0.22238621 1.399282,0.10273925 0.056290492 1.3618845,0.11321528 -0.07613312 1.3306085,0.08970849 -0.28001282 1.2984607,0.11260401 -0.25279033 1.3290261,0.18486483 -0.24729674 1.4450318,0.1605122 0.002295539 1.5288457,0.26066127 0.19597387 1.4875044,0.23184171 0.26127893 1.4292487,0.19572814 0.34884533 1.3878075,0.22109783 0.28515097 1.404356,0.07307826 -0.239898 1.2798554,0.021097213 -0.1634017 1.1945307,0.06795886 0.100385725 1.2228985,0.1403605 0.31304473 1.2291573,0.16338429 0.40950468 1.2317952,0.16556494 0.4441748 1.1362917,0.17298454 0.42102125 1.2030945,0.17107078 0.22096065 1.4323558,0.1081743 0.5983149 1.4517804,0.040937215 0.9300989 1.5911123,0.097601786 1.0568174 1.4776982,0.01755996 0.2236717 1.369458,-0.008850997 0.59968054 1.4352889,-0.03190269 0.92526466 1.6093947,-0.020961015 1.055625 1.5089686,0.090997376 -0.355573 1.278509,0.18530947 -0.4327995 1.1848018,0.17788167 -0.4528454 1.2339059,0.1489679 -0.40675965 1.3423198,0.14372487 -0.4564488 1.1975329,0.029622756 -0.42565402 1.239351
0.08531033 0.22343679 1.4079227,0.09675878 0.055662826 1.3740524,0.107069105 -0.07775287 1.3440356,0.07892959 -0.28230828 1.3133354,0.103107646 -0.25523925 1.343399,0.1781712 -0.2512129 1.4584743,0.1807685 -0.003846258 1.5554512,0.27684745 0.19621152 1.533538,0.24755241 0.25344202 1.4669124,0.21098109 0.32289344 1.398842,0.24053349 0.27996346 1.4442028,0.06256958 -0.241782 1.2947925,0.006350998 -0.16454566 1.211945,0.05827282 0.09997472 1.2370698,0.13300537 0.31305084 1.2409674,0.14806488 0.41159755 1.2412566,0.13929136 0.44600025 1.1455032,0.15970214 0.4192454 1.2070988,0.16695037 0.22255771 1.4398723,0.10724561 0.5990254 1.3862108,0.04123372 0.92677134 1.5396953,0.094463415 1.0611238 1.4321631,0.011691913 0.22422948 1.3791125,-0.009946739 0.60325944 1.440116,-0.0331192 0.93325377 1.6097081,-0.020067709 1.0619793 1.5061427,0.07837046 -0.358347 1.2936647,0.17493963 -0.43935898 1.2043135,0.16555323 -0.4583301 1.2537951,0.13368645 -0.4092707 1.3607336,0.13238797 -0.46221608 1.2162153,0.01691509 -0.4286635 1.2537801
0.08627733 0.22270784 1.4113234,0.09471848 0.05505322 1.3775628,0.10329388 -0.07773472 1.3454329,0.075930454 -0.28185245 1.3137217,0.10068116 -0.2549104 1.3432949,0.17854628 -0.25122774 1.4562004,0.18438256 -0.005486235 1.5558057,0.27541512 0.19690149 1.5383284,0.24908417 0.24759176 1.4656756,0.21189249 0.3223463 1.4041636,0.24081475 0.279477 1.4517502,0.058782812 -0.24136767 1.2960414,0.0019399822 -0.16371888 1.2143654,0.054514326 0.10004163 1.2407722,0.13262281 0.31148255 1.2435058,0.14824787 0.40966445 1.239231,0.14727806 0.44117466 1.142291,0.15811212 0.41910923 1.2124679,0.16884765 0.22103591 1.440271,0.11639398 0.5740693 1.2979754,0.06263189 0.89565796 1.4668822,0.1121808 1.0335691 1.3626982,0.011820041 0.22421548 1.38522,-0.0077258386 0.6040052 1.4371059,-0.028648667 0.9274162 1.6178225,-0.017506875 1.0543959 1.5123793,0.07540859 -0.35757703 1.2934198,0.17092992 -0.44379282 1.2084042,0.16106054 -0.46036077 1.2585437,0.12955132 -0.40619704 1.3628387,0.12806064 -0.46540964 1.2210793,0.013166607 -0.4285369 1.2564743
0.086131364 0.2229878 1.4125441,0.094461404 0.05525875 1.3788205,0.102942474 -0.077593654 1.3467273,0.07538914 -0.28177243 1.3150921,0.1002284 -0.25483045 1.3446175,0.17840734 -0.251199 1.4573662,0.18490727 -0.0054438263 1.5571448,0.27602494 0.19699673 1.5397266,0.2495574 0.2479491 1.4672656,0.21236266 0.3227295 1.4057254,0.24164842 0.28185245 1.4563628,0.058218326 -0.24126643 1.2974383,0.001103323 -0.16354258 1.2159553,0.053613447 0.10029082 1.242731,0.13178793 0.31179053 1.2455621,0.14743847 0.41000444 1.2413017,0.1461348 0.4428578 1.1447746,0.1575355 0.41914755 1.2136991,0.16874763 0.22127871 1.4414515,0.11605349 0.5738856 1.2978289,0.06342465 0.9009476 1.456557,0.113806486 1.0348622 1.3475608,0.011632636 0.22452897 1.3864772,-0.008939359 0.6043036 1.4390696,-0.029556226 0.92738795 1.6206713,-0.018948976 1.0544682 1.5152028,0.07478132 -0.35752597 1.2947942,0.16926408 -0.4445226 1.2093163,0.15968296 -0.46088707 1.2595985,0.12921521 -0.4062152 1.3639877,0.12636754 -0.46589 1.2223846,0.0118874535 -0.42831263 1.2585287
