Pelvis,SpineNavel,SpineChest,Neck,ClavicleLeft,ShoulderLeft,ElbowLeft,WristLeft,HandLeft,HandTipLeft,ThumbLeft,ClavicleRight,ShoulderRight,ElbowRight,WristRight,HandRight,HandTipRight,ThumbRight,HipLeft,KneeLeft,AnkleLeft,FootLeft,HipRight,KneeRight,AnkleRight,FootRight,Head,Nose,EyeLeft,EarLeft,EyeRight,EarRight
0.078790314 0.2283804 1.4250097,0.08415955 0.058778793 1.3903382,0.09442971 -0.07169847 1.3451596,0.06884791 -0.27913725 1.3180486,0.094070345 -0.2509304 1.3468984,0.17479658 -0.23953739 1.4592017,0.18487912 -0.013678551 1.6036091,0.27931732 0.19055212 1.6118484,0.26386076 0.26975936 1.6590252,0.27540758 0.37160945 1.6813095,0.23609072 0.2958491 1.6107455,0.050650142 -0.23880735 1.2996148,-0.021461032 -0.16968876 1.2201061,0.014242146 0.10130775 1.2216365,0.15110774 0.28347397 1.2131801,0.20752504 0.36681846 1.2120036,0.23202977 0.38991135 1.1145499,0.22124788 0.37450343 1.1853813,0.16275513 0.22534369 1.452867,0.12611319 0.61209154 1.4418143,0.07239464 0.958912 1.5633892,0.10580604 1.0914623 1.4434352,0.0030755547 0.23111872 1.3998897,-0.021547277 0.61529434 1.4500548,-0.0561101 0.9271008 1.6560895,-0.0559847 1.0746372 1.5771548,0.068937056 -0.35615918 1.299178,0.13119677 -0.4348144 1.1797163,0.13299483 -0.45849243 1.2285895,0.13482594 -0.41865167 1.3450153,0.09066409 -0.45575806 1.2007184,-0.008217119 -0.41750944 1.2709856
0.07820091 0.22988655 1.4261281,0.083143644 0.05991204 1.3898145,0.09269852 -0.071209475 1.3446552,0.06797447 -0.2795906 1.3174531,0.0930447 -0.25115228 1.34652,0.17369483 -0.24359636 1.4598793,0.17699932 -0.015900314 1.6036981,0.2756327 0.18746573 1.5999694,0.25788322 0.273421 1.6332043,0.24888068 0.37551618 1.6574217,0.23784004 0.2936253 1.5784451,0.049632825 -0.23918557 1.2988313,-0.02312056 -0.16936204 1.2197087,0.0186356 0.10169956 1.2293531,0.1453667 0.29219913 1.2221938,0.1990718 0.37779424 1.2228925,0.19150563 0.39372474 1.1208897,0.21226221 0.38320664 1.199324,0.16240211 0.22631092 1.4543256,0.09387757 0.60957074 1.4286857,0.028400198 0.95365536 1.5566204,0.06037043 1.0874972 1.4366103,0.0022729782 0.23311085 1.4007013,-0.0213003 0.61897576 1.4503617,-0.05414261 0.9304573 1.6598618,-0.05291079 1.0764906 1.5768355,0.06846252 -0.3569299 1.2985603,0.13052003 -0.4317322 1.1757547,0.13351889 -0.45667437 1.2241786,0.13644813 -0.4195545 1.3419907,0.09054729 -0.454025 1.1969186,-0.008298423 -0.41922867 1.2698944
0.07369179 0.23684861 1.4440217,0.085336976 0.06525688 1.3952482,0.0985944 -0.06940265 1.3492454,0.06888806 -0.28323817 1.3224401,0.09356712 -0.25429657 1.3535138,0.16946581 -0.2434355 1.4745098,0.19649173 -0.002741009 1.6087178,0.27525404 0.21035431 1.6577122,0.27653316 0.30340445 1.6832094,0.26658893 0.4063632 1.7152078,0.24936606 0.32123244 1.6287,0.05245298 -0.241472 1.3016251,-0.022910573 -0.17157868 1.2191589,0.024904806 0.10586271 1.2377234,0.13984752 0.31081018 1.2245163,0.183673 0.40499693 1.2257831,0.18499854 0.4066089 1.1193773,0.20450066 0.40375447 1.2067473,0.15410139 0.2301228 1.4868826,0.13096383 0.6262636 1.5456864,0.081658706 0.98993295 1.6565467,0.15868747 1.1173536 1.542225,0.0011829362 0.24291356 1.4053721,-0.021558728 0.6391929 1.4603277,-0.08599883 0.96506023 1.6596837,-0.06610419 1.1180153 1.5819759,0.068340205 -0.363006 1.3040903,0.13490191 -0.42824462 1.1727906,0.13681787 -0.4583478 1.2200745,0.13711968 -0.43144262 1.344222,0.09329139 -0.45292145 1.1914264,-0.009969067 -0.4238238 1.2671034
0.07140104 0.23572312 1.4502035,0.08437981 0.06520565 1.3987874,0.099364676 -0.06861855 1.3513843,0.071021885 -0.28212926 1.3225232,0.094285175 -0.25332776 1.3547143,0.16615558 -0.24740878 1.4782994,0.18653369 -0.009294182 1.6175635,0.27970043 0.20048681 1.6523099,0.2828589 0.292883 1.679562,0.26367956 0.38822743 1.7268826,0.25520045 0.31448713 1.6266509,0.055494465 -0.24033658 1.3011994,-0.016527034 -0.16972977 1.2166121,0.02621495 0.10788855 1.2396721,0.13688722 0.31482586 1.2256308,0.17537901 0.4109562 1.2324973,0.1787811 0.415988 1.1263613,0.19892287 0.40875417 1.2138321,0.14642535 0.22603701 1.5012648,0.08986314 0.62118 1.4661726,-0.022297934 0.9669509 1.58666,0.06025555 1.1051214 1.4904538,0.0037483124 0.24445751 1.4041593,-0.021727126 0.6402664 1.4581007,-0.11012103 0.9620283 1.6540914,-0.074379064 1.1083767 1.5700144,0.07132307 -0.36173832 1.3038799,0.13710332 -0.42824367 1.1730387,0.13945086 -0.45774353 1.2206098,0.14053677 -0.42939374 1.3442882,0.09575341 -0.45280588 1.1922396,-0.0069551803 -0.4231798 1.2682129
0.06881943 0.2404487 1.4355962,0.08204734 0.0685464 1.3891443,0.094423145 -0.06771915 1.3484529,0.06781996 -0.28162396 1.3210211,0.09179331 -0.25245368 1.3523414,0.16720386 -0.24977326 1.4739001,0.18625392 -0.014623553 1.6182528,0.27903712 0.19600073 1.6485089,0.28172073 0.29096994 1.6646911,0.27845576 0.3973605 1.683826,0.26302636 0.3230294 1.6369107,0.05105339 -0.24008691 1.3001502,-0.018047482 -0.17055422 1.2123154,0.024862193 0.10651445 1.2407666,0.13493842 0.31340945 1.2223995,0.16155493 0.41346753 1.2293289,0.16715206 0.42075738 1.1234256,0.18922022 0.40979454 1.2104881,0.15071842 0.23593983 1.4756039,0.078099295 0.62917006 1.4503183,-0.012505852 0.9715495 1.5959146,0.047480285 1.1096961 1.4842306,-0.0050324798 0.24451454 1.3995194,-0.022245953 0.63955545 1.4615194,-0.07321329 0.9676676 1.6602082,-0.051054105 1.1124527 1.5690725,0.068494655 -0.36126348 1.3025472,0.13505203 -0.42785138 1.1721578,0.13758166 -0.45708504 1.2198783,0.1382262 -0.42810082 1.3434023,0.09389096 -0.4526734 1.1914189,-0.009182829 -0.4235609 1.2670774
0.070797645 0.2407493 1.4339699,0.08139856 0.068072364 1.3902631,0.092517905 -0.06812526 1.3493214,0.0670827 -0.2820058 1.321758,0.091426075 -0.2527607 1.3526683,0.16898984 -0.2487086 1.4727106,0.18912216 -0.017316073 1.6225258,0.2860183 0.19179401 1.6489437,0.2827694 0.2873289 1.6606982,0.27361378 0.3942533 1.6734757,0.286227 0.3298117 1.6482232,0.049588896 -0.24056838 1.3013706,-0.018544339 -0.16723397 1.2160412,0.025007281 0.10989925 1.2407532,0.133193 0.31724507 1.2186532,0.16209361 0.41658983 1.2256441,0.15954454 0.42466918 1.1197532,0.18530819 0.4173995 1.1985966,0.15461174 0.23684941 1.4697064,0.078798 0.6295774 1.4511986,-0.0007365346 0.97312677 1.5997946,0.053558458 1.1088374 1.4825631,-0.004781209 0.244266 1.4017446,-0.022135273 0.6395177 1.4605286,-0.060478054 0.9691911 1.65896,-0.042112194 1.1127446 1.5652889,0.06801861 -0.36152703 1.3030325,0.13574341 -0.42881823 1.1737441,0.1394815 -0.45688713 1.2220367,0.1400055 -0.42521685 1.3448112,0.09552505 -0.45445794 1.1938145,-0.007853657 -0.42691967 1.2694924
0.072695546 0.24214819 1.4366927,0.08340004 0.06853026 1.3943398,0.0951247 -0.06817576 1.3536108,0.067766726 -0.28268123 1.3270813,0.09252052 -0.25338978 1.3578799,0.17084193 -0.24991713 1.4780141,0.18665715 -0.016477033 1.6268616,0.28741825 0.19273433 1.6426458,0.28761035 0.28842267 1.6560984,0.2715863 0.3953734 1.6639913,0.26811966 0.3319164 1.6331866,0.05049694 -0.24106394 1.3064733,-0.016575035 -0.1685572 1.2189503,0.024851128 0.109928995 1.2427517,0.13330346 0.31778276 1.2185359,0.1616702 0.4178585 1.2207984,0.15841225 0.42303646 1.1143925,0.18266743 0.41945064 1.1836995,0.156166 0.23820147 1.4739684,0.08137727 0.63259816 1.4581996,-0.00096032023 0.9781208 1.60394,0.056114007 1.1135309 1.4866863,-0.002573438 0.24570714 1.4030795,-0.022117304 0.6416102 1.4657086,-0.061608464 0.9759377 1.6585525,-0.040510625 1.1178124 1.5618926,0.067997105 -0.3625619 1.3086824,0.13535212 -0.42562518 1.1764396,0.1383104 -0.45594564 1.223628,0.13877703 -0.42960352 1.348085,0.0944143 -0.45143008 1.1952472,-0.009171657 -0.42517024 1.2718443
0.07469328 0.24143626 1.4324963,0.08465126 0.06714143 1.3932323,0.09618865 -0.06969394 1.3531405,0.065669104 -0.28389508 1.3285676,0.09123106 -0.25473046 1.3587816,0.17115265 -0.25080788 1.4777569,0.19001937 -0.016740233 1.6249964,0.2879545 0.19321737 1.646061,0.28407973 0.288718 1.6599373,0.26677078 0.3951783 1.6493361,0.26296452 0.32798472 1.6230724,0.04865779 -0.2422211 1.3079188,-0.019038491 -0.16925001 1.2213672,0.02200352 0.10924044 1.2440835,0.13062239 0.31656322 1.2173404,0.16056208 0.41613898 1.2188923,0.15760511 0.42281502 1.1126145,0.18193159 0.41625506 1.1796342,0.15952551 0.23861204 1.4665481,0.08130458 0.63220465 1.4525546,0.0057753846 0.9779048 1.6010301,0.055481896 1.1123302 1.4795166,-0.0018036888 0.24398299 1.4017904,-0.022000447 0.6401414 1.4612315,-0.05464234 0.975958 1.6523716,-0.03935655 1.1174502 1.5542233,0.06459241 -0.36385936 1.3107538,0.13515337 -0.4240875 1.1789602,0.13978697 -0.45384583 1.2263379,0.13890508 -0.42663333 1.3505402,0.095712855 -0.45193106 1.1979867,-0.009043752 -0.4308041 1.2744668
0.074390456 0.24156982 1.4280454,0.08263509 0.06852338 1.3870442,0.09100433 -0.06855652 1.3496878,0.06301251 -0.28219527 1.3270929,0.088339224 -0.2526485 1.3567216,0.16886353 -0.24783444 1.4743725,0.18876578 -0.014688566 1.6202813,0.28683156 0.193998 1.6402894,0.28471395 0.28904575 1.6542389,0.259544 0.3928066 1.6391861,0.2618103 0.32999364 1.6170225,0.04542032 -0.24109691 1.3063805,-0.021780685 -0.16848522 1.2201626,0.021605715 0.10817775 1.2430139,0.13070829 0.31394458 1.2167705,0.1581938 0.41367117 1.218614,0.15854146 0.4250545 1.1132419,0.17853215 0.41172278 1.1640224,0.15946782 0.23802537 1.4601125,0.08419282 0.6303085 1.4538828,0.011237405 0.97624564 1.5979904,0.060614504 1.1089956 1.4759778,-0.002327554 0.244766 1.3991292,-0.021995327 0.63905513 1.4574139,-0.05011534 0.9732485 1.6481202,-0.03676824 1.1151747 1.5518813,0.062754996 -0.36189178 1.3099766,0.13492022 -0.42273033 1.1803511,0.13886042 -0.45197973 1.2277706,0.13614799 -0.42398328 1.3511077,0.09542821 -0.45032424 1.1989098,-0.009916902 -0.42882806 1.2733028
0.0731707 0.24164596 1.4257026,0.0821007 0.068908095 1.3845958,0.09057612 -0.068244204 1.3482815,0.062065423 -0.2816437 1.3269356,0.0876407 -0.25204554 1.3561873,0.16907015 -0.24798912 1.4730055,0.1863978 -0.01417178 1.6174519,0.28230536 0.19553012 1.6332115,0.28424847 0.28731567 1.6611338,0.2572157 0.38347942 1.6209275,0.25612327 0.3295363 1.6021404,0.04440963 -0.24066633 1.306197,-0.023791697 -0.1695146 1.2198194,0.021433286 0.10647327 1.2425685,0.1307007 0.31174356 1.2159733,0.15549086 0.41204497 1.215543,0.15701546 0.42772174 1.1108803,0.18034273 0.4090991 1.1968145,0.15814587 0.23841898 1.4577228,0.08434655 0.63047296 1.4556661,0.010828815 0.97648454 1.5979209,0.06124659 1.1094515 1.4769645,-0.0034551474 0.24455588 1.3968285,-0.021839222 0.6380517 1.4571404,-0.048821487 0.97347975 1.6447561,-0.034826368 1.1150422 1.5484921,0.06153239 -0.36131 1.3102181,0.13306691 -0.42350775 1.1811593,0.13694654 -0.4523348 1.2287524,0.1345987 -0.4233235 1.3516853,0.0935294 -0.45071417 1.1999956,-0.011430845 -0.4281083 1.2742909
0.072882086 0.24298061 1.4256974,0.08201972 0.06931032 1.3852881,0.09090839 -0.06838464 1.3487519,0.062403172 -0.28284886 1.3287499,0.08824234 -0.25292313 1.3577837,0.17060542 -0.24554518 1.4745264,0.18980452 -0.008039266 1.6149024,0.27462298 0.20601974 1.6442661,0.28608763 0.2952743 1.6787456,0.25164875 0.30892813 1.5771517,0.25374064 0.33889058 1.6080273,0.044484843 -0.24184036 1.3078008,-0.024603602 -0.17114975 1.2209022,0.020963162 0.10614632 1.241757,0.13008784 0.31239817 1.2134317,0.15581405 0.41285902 1.2169008,0.15685852 0.42323524 1.1111214,0.18132573 0.40994704 1.1991361,0.15854919 0.24020246 1.457009,0.07671035 0.63219136 1.4442443,0.0031487492 0.9777951 1.5917339,0.04918057 1.1108516 1.4679307,-0.004367709 0.2454858 1.3974625,-0.021796841 0.6403553 1.4602706,-0.046937414 0.9782663 1.6470627,-0.036641553 1.1181315 1.5466325,0.061857454 -0.36295158 1.3124305,0.13310854 -0.42596257 1.1827625,0.13570705 -0.45556545 1.2302456,0.13300247 -0.427808 1.3540121,0.09245018 -0.45234042 1.2009838,-0.012971595 -0.42746022 1.2748774
0.07283429 0.24313992 1.4255542,0.081959695 0.06943725 1.3851169,0.09082875 -0.068290934 1.348585,0.062305897 -0.2828101 1.3287061,0.088146836 -0.25286198 1.3577325,0.17047086 -0.24521488 1.474522,0.18905957 -0.007251546 1.6143178,0.27338213 0.20709834 1.6433686,0.28325456 0.29724908 1.6760167,0.25032142 0.31157786 1.5739933,0.24538618 0.3314667 1.591253,0.044391017 -0.24180472 1.3077236,-0.024643507 -0.17118856 1.2206804,0.021068133 0.10618186 1.2410171,0.13034597 0.3123589 1.2123332,0.1559952 0.41288033 1.2152152,0.15740651 0.42240605 1.1093378,0.18136345 0.41015282 1.1974471,0.15851921 0.24035084 1.4568714,0.07727969 0.632555 1.444271,0.0039550886 0.97848165 1.5913285,0.05019449 1.1113572 1.4673493,-0.004431576 0.24565496 1.3973141,-0.021855056 0.64058137 1.4602964,-0.04696153 0.9785404 1.6471732,-0.03668502 1.1184556 1.5467491,0.06175747 -0.36293957 1.3124329,0.13268584 -0.42586866 1.1825069,0.13534962 -0.45554435 1.2299546,0.13293035 -0.42794448 1.3537893,0.092027195 -0.45223117 1.2007803,-0.013236318 -0.42732775 1.2749397
0.072820395 0.24314827 1.4255837,0.08193001 0.06945282 1.385131,0.090791374 -0.06826557 1.3485738,0.062251985 -0.28277063 1.3286238,0.08809321 -0.25283495 1.3576607,0.17039195 -0.24525093 1.4744678,0.18896526 -0.0073945816 1.6144342,0.2732481 0.20693325 1.6437172,0.283124 0.2969922 1.6766098,0.25010276 0.31173274 1.5746764,0.24446066 0.33066007 1.5910982,0.04434225 -0.24175787 1.3076541,-0.024689347 -0.17110658 1.2206419,0.02100259 0.10624987 1.2411184,0.13023749 0.3124606 1.2125602,0.15583818 0.41298935 1.215527,0.15718389 0.422586 1.1096578,0.18115535 0.4103373 1.1977729,0.15850312 0.24034868 1.4568996,0.07735184 0.6325636 1.444374,0.0040844604 0.978505 1.591401,0.050334573 1.1113582 1.4674085,-0.004443489 0.24567278 1.3973448,-0.021821612 0.6405833 1.4603782,-0.046897583 0.9785199 1.6472801,-0.036597334 1.1184413 1.546874,0.061697643 -0.3628928 1.3123248,0.13253465 -0.42578763 1.1823373,0.135193 -0.45549518 1.2297637,0.1328358 -0.42797428 1.3536141,0.09186413 -0.4521319 1.200607,-0.013353605 -0.4272009 1.2748165
0.072820395 0.24314827 1.4255837,0.08193001 0.06945282 1.385131,0.090791374 -0.06826557 1.3485738,0.062251985 -0.28277063 1.3286238,0.08809321 -0.25283495 1.3576607,0.17039195 -0.24525093 1.4744678,0.18896526 -0.0073945816 1.6144342,0.2732481 0.20693325 1.6437172,0.283124 0.2969922 1.6766098,0.25010276 0.31173274 1.5746764,0.24446066 0.33066007 1.5910982,0.04434225 -0.24175787 1.3076541,-0.024689347 -0.17110658 1.2206419,0.02100259 0.10624987 1.2411184,0.13023749 0.3124606 1.2125602,0.15583818 0.41298935 1.215527,0.15718389 0.422586 1.1096578,0.18115535 0.4103373 1.1977729,0.15850312 0.24034868 1.4568996,0.07735184 0.6325636 1.444374,0.0040844604 0.978505 1.591401,0.050334573 1.1113582 1.4674085,-0.004443489 0.24567278 1.3973448,-0.021821612 0.6405833 1.4603782,-0.046897583 0.9785199 1.6472801,-0.036597334 1.1184413 1.546874,0.061697643 -0.3628928 1.3123248,0.13253465 -0.42578763 1.1823373,0.135193 -0.45549518 1.2297637,0.1328358 -0.42797428 1.3536141,0.09186413 -0.4521319 1.200607,-0.013353605 -0.4272009 1.2748165
0.07254664 0.24358577 1.4258664,0.081397034 0.06988408 1.3853474,0.09009442 -0.06780511 1.348616,0.06115526 -0.28221774 1.328148,0.087093815 -0.2524011 1.3572245,0.16949701 -0.24536386 1.4740001,0.18829343 -0.008199438 1.6151309,0.27254996 0.20596813 1.6457163,0.28436035 0.29369074 1.6838762,0.24716291 0.3396716 1.5933154,0.23605615 0.308989 1.5703921,0.04328262 -0.24111778 1.3073127,-0.025929675 -0.17004079 1.220783,0.019671675 0.107234746 1.2426828,0.12826003 0.3139629 1.2153382,0.15315026 0.41464382 1.2192149,0.14992923 0.42589828 1.1135447,0.17600766 0.41507035 1.1966822,0.15825406 0.24066332 1.4571154,0.080570556 0.63360786 1.4448992,0.008883268 0.9807147 1.5899906,0.055976488 1.1127852 1.4654678,-0.004739508 0.24622105 1.3976878,-0.02162555 0.6413292 1.4597225,-0.04584811 0.97964877 1.6460797,-0.035622925 1.1195557 1.5456325,0.060438335 -0.3622995 1.3116394,0.12855889 -0.42557746 1.1803831,0.1314894 -0.45552748 1.2276438,0.13127086 -0.42851987 1.3516353,0.08779716 -0.4514509 1.1991229,-0.016009118 -0.42542532 1.2749375
0.07271052 0.24439439 1.4268055,0.08146737 0.07042988 1.3860749,0.09019028 -0.067384526 1.3488917,0.061319616 -0.28210497 1.3276988,0.087329544 -0.25232035 1.3568829,0.17016686 -0.24561065 1.4736646,0.18888158 -0.0074017793 1.6139536,0.275062 0.20693864 1.6406783,0.28468087 0.29276425 1.6838466,0.2430029 0.3593742 1.6092514,0.24342957 0.29538938 1.5496262,0.043352913 -0.2408773 1.3070006,-0.02627122 -0.16961843 1.2206153,0.019089513 0.10815105 1.2428337,0.12794292 0.31514937 1.2151998,0.15281472 0.41598684 1.2197292,0.14665827 0.42818275 1.1141144,0.17511165 0.41669697 1.1970425,0.1585979 0.24141368 1.4580017,0.08422671 0.6357786 1.4494578,0.014001414 0.9846332 1.5927556,0.061611995 1.1165867 1.4678327,-0.004737906 0.24708223 1.3986745,-0.021606442 0.6422272 1.4646833,-0.045414023 0.98202276 1.6497513,-0.034978785 1.1219348 1.5488372,0.06063021 -0.36226395 1.3108877,0.12928581 -0.42571652 1.179664,0.13226606 -0.45558897 1.2270818,0.13177113 -0.42823166 1.3512133,0.0885261 -0.45173895 1.1984419,-0.015657432 -0.42587057 1.274173
0.0727033 0.2444225 1.4267868,0.08144539 0.07047039 1.3860513,0.09015569 -0.06733464 1.3488663,0.061253764 -0.28203696 1.3276783,0.08726792 -0.25225788 1.356859,0.1701118 -0.24552251 1.473623,0.18880476 -0.0072420985 1.6137575,0.27500746 0.20709668 1.6402906,0.2845613 0.2929973 1.6833098,0.24292353 0.35946548 1.608576,0.24351129 0.29538968 1.5490223,0.043293357 -0.24080947 1.306982,-0.026313484 -0.16954684 1.220599,0.01910824 0.10819724 1.2427756,0.12801208 0.3151465 1.2151042,0.15291655 0.41597286 1.2195437,0.14686085 0.42816523 1.1139296,0.17518632 0.41671818 1.196647,0.15858567 0.24143417 1.4579786,0.08427621 0.635785 1.4494724,0.014098503 0.9846174 1.5927808,0.061721683 1.1165661 1.4678761,-0.004740596 0.24711719 1.3986597,-0.02158479 0.6422418 1.4646373,-0.04534877 0.98201436 1.6497,-0.034924634 1.1219219 1.5487978,0.06055158 -0.36219075 1.3108692,0.12905703 -0.42559117 1.1795548,0.13205677 -0.4554963 1.2269466,0.1316793 -0.4282263 1.3510892,0.08829897 -0.4515995 1.1983464,-0.01580036 -0.42572027 1.2741747
0.072703265 0.24442253 1.4267869,0.081445284 0.07047048 1.3860514,0.090155534 -0.0673345 1.3488665,0.06125345 -0.28203672 1.3276784,0.08726762 -0.2522577 1.3568591,0.1701115 -0.24552236 1.4736232,0.18880454 -0.0072419047 1.6137575,0.27500743 0.20709677 1.6402903,0.28456113 0.29299754 1.6833092,0.24292324 0.35946438 1.6085744,0.24351153 0.29538947 1.5490216,0.043293074 -0.24080925 1.3069822,-0.02631367 -0.16954659 1.220599,0.019108355 0.108197376 1.2427754,0.12801246 0.31514642 1.2151041,0.15291718 0.4159727 1.2195433,0.14686193 0.42816496 1.1139293,0.17518705 0.4167179 1.1966457,0.15858561 0.24143417 1.4579787,0.08427639 0.63578486 1.4494727,0.0140989125 0.9846171 1.5927812,0.061722115 1.1165658 1.4678764,-0.004740618 0.24711725 1.3986598,-0.021584654 0.64224166 1.4646375,-0.045348532 0.98201394 1.6497005,-0.0349243 1.1219214 1.5487984,0.060551208 -0.36219049 1.3108693,0.12905625 -0.4255908 1.1795547,0.13205603 -0.455496 1.2269462,0.13167888 -0.42822623 1.351089,0.088298164 -0.45159912 1.1983463,-0.01580093 -0.42571983 1.2741748
0.07212978 0.24480909 1.4282479,0.080452934 0.07121882 1.3873402,0.08886675 -0.066265866 1.3499231,0.05934315 -0.2804256 1.3282593,0.085325345 -0.25084996 1.3575214,0.16800264 -0.24393569 1.4740663,0.1874864 -0.004380494 1.6108626,0.27560407 0.20922163 1.6328758,0.28475702 0.29350418 1.6786896,0.23956335 0.3637482 1.6100124,0.24043491 0.300891 1.5460826,0.04161876 -0.23917198 1.3076317,-0.027040306 -0.16771737 1.2210228,0.019167118 0.10930917 1.2438686,0.128373 0.3157773 1.2175477,0.15489358 0.41593894 1.2230316,0.15291753 0.42656702 1.1172929,0.17793252 0.41682836 1.1975901,0.15784818 0.241585 1.4593697,0.087751 0.6360371 1.4578351,0.020772353 0.9849793 1.6004989,0.068408564 1.1161684 1.4753239,-0.0051662847 0.2477164 1.4001842,-0.021764938 0.64182556 1.4677533,-0.044429787 0.9807417 1.6530164,-0.034169316 1.1207964 1.5528541,0.058416154 -0.36039382 1.3113188,0.12423978 -0.42137757 1.1778724,0.12850052 -0.45185673 1.2246746,0.13073896 -0.4263569 1.3489323,0.08416574 -0.4478786 1.197174,-0.018175509 -0.4238246 1.2755315
0.07277703 0.24256401 1.4342651,0.079395235 0.06846838 1.3949302,0.08888027 -0.0676638 1.3529031,0.058773816 -0.2816624 1.3296845,0.0842253 -0.25232497 1.3596747,0.1632969 -0.2411579 1.4784367,0.19088545 0.0018867701 1.6076858,0.27329645 0.21544221 1.6466507,0.28242078 0.30425638 1.6830101,0.24239825 0.35706 1.5974996,0.23527938 0.3003268 1.5558169,0.04173848 -0.24022183 1.308808,-0.024763487 -0.17110774 1.2186153,0.014676303 0.10704973 1.2417115,0.12589018 0.31291306 1.2184484,0.17416233 0.40374735 1.232334,0.1858639 0.4096478 1.1268148,0.20193383 0.39756185 1.2062442,0.15795195 0.23844202 1.4668399,0.09033175 0.6334533 1.4620501,0.020252533 0.984346 1.5987009,0.064977795 1.1127669 1.4695389,-0.0040289387 0.246281 1.404891,-0.021986455 0.64113486 1.4685447,-0.0503624 0.97719824 1.6584641,-0.044970233 1.1189983 1.5602849,0.057836715 -0.3615879 1.3123978,0.12575373 -0.42149106 1.179439,0.1289583 -0.45254248 1.2259737,0.12906204 -0.428472 1.3505849,0.085148476 -0.44795948 1.1976993,-0.018507954 -0.4241283 1.2744627
0.07333423 0.24325503 1.4351087,0.080170296 0.06879623 1.3959512,0.08973746 -0.06769332 1.354224,0.060310416 -0.28231436 1.3322251,0.0860089 -0.25267702 1.3618531,0.16664714 -0.24072604 1.4797951,0.19623876 0.0025055262 1.6093222,0.27773386 0.21660084 1.6497313,0.28583172 0.30665413 1.6836684,0.24630949 0.35929763 1.5975806,0.23950912 0.29960248 1.5566697,0.042816907 -0.24096866 1.3113273,-0.025662929 -0.17256047 1.2217304,0.012364056 0.10645427 1.243019,0.12580043 0.31097406 1.214848,0.18377724 0.39570978 1.1983718,0.19624147 0.39403966 1.0925945,0.2031373 0.36378673 1.1391152,0.15873033 0.23931082 1.4675897,0.09028792 0.6349457 1.4678011,0.020918064 0.9868212 1.6042312,0.06421899 1.115169 1.4740223,-0.0036711767 0.24681172 1.405819,-0.021931432 0.6421306 1.4710431,-0.050776776 0.97811544 1.662454,-0.045595396 1.1207416 1.5649123,0.05954754 -0.3624624 1.3152623,0.124498285 -0.41920584 1.1791208,0.12893477 -0.45134938 1.2249295,0.13200907 -0.4300671 1.3502421,0.0843553 -0.4462712 1.1977898,-0.017654143 -0.42450613 1.2777141
0.07340792 0.24268259 1.435389,0.08012026 0.06833866 1.39651,0.08952982 -0.06811698 1.3551235,0.06023422 -0.28260928 1.3338411,0.08601541 -0.25290015 1.3632437,0.16710886 -0.24015677 1.4806165,0.19650882 0.0036684128 1.6084725,0.2769123 0.21808787 1.648013,0.28559226 0.30880576 1.6796883,0.2475017 0.3427236 1.5841902,0.24537405 0.29306892 1.5473205,0.042622767 -0.24137554 1.3129374,-0.026239693 -0.1729688 1.2238263,0.013775483 0.105342686 1.2468889,0.13337244 0.305649 1.2160066,0.20370239 0.381666 1.207846,0.21082082 0.3639676 1.1031531,0.22289822 0.3357956 1.1452101,0.15874939 0.2387496 1.4677596,0.09126749 0.6341387 1.4700912,0.02308102 0.9856086 1.6070926,0.066157855 1.1137699 1.4768943,-0.0035482422 0.24622916 1.4061991,-0.021791887 0.6414436 1.4695897,-0.0501273 0.9773827 1.6603774,-0.045465227 1.1198872 1.5629356,0.059469856 -0.3627225 1.3171076,0.12283522 -0.41696948 1.1793994,0.12807229 -0.44973823 1.2246084,0.13271555 -0.43034303 1.3500513,0.083145365 -0.44452494 1.1981771,-0.017796353 -0.42459458 1.2797054
0.073281 0.24220572 1.4353253,0.079930596 0.06790689 1.3967204,0.08920985 -0.06858605 1.3557212,0.059833296 -0.28304356 1.3355445,0.08575998 -0.25322318 1.3646564,0.16819185 -0.23898667 1.4808156,0.19943915 0.007956892 1.601704,0.28359655 0.22251073 1.6304121,0.29790756 0.31361705 1.6585585,0.263179 0.34969208 1.5626427,0.26155764 0.2945366 1.5245306,0.04211219 -0.24192643 1.3145733,-0.027256515 -0.17401862 1.2255886,0.01418554 0.104085356 1.2464918,0.13842376 0.300556 1.2107375,0.21513125 0.36935475 1.198033,0.215226 0.34402728 1.0947391,0.22391014 0.31304383 1.1293309,0.15860593 0.23831433 1.4675918,0.09033835 0.6333346 1.4676903,0.02144456 0.985167 1.6027595,0.064159356 1.1126078 1.4718965,-0.0036602616 0.24571477 1.4062291,-0.021858007 0.64079773 1.4689506,-0.049929127 0.9767499 1.6592882,-0.045433942 1.1190224 1.5616807,0.058983546 -0.36318114 1.3191725,0.1212061 -0.41666797 1.1807591,0.12689142 -0.44960868 1.2257472,0.13258946 -0.43077505 1.3511561,0.081753545 -0.44436216 1.1997468,-0.01844998 -0.42498922 1.28219
